8d36cb3	Jim Leach	2017-01-25 12:52:39 +0000	Add new S5 reporting views
3a2eb80	Somto Okoye	2017-01-25 12:50:41 +0000	tc85 edited and completed successfully
0b3b986	Somto Okoye	2017-01-25 12:46:02 +0000	tc_085 created and scripted
7a94070	Somto Okoye	2017-01-25 12:44:40 +0000	tc_084 modified to fail cases of null standard deviation
821fe5a	Jim Leach	2017-01-25 12:35:24 +0000	Create two new summaries for weekly emp: by cohort and by cohort by group
93ace94	Jim Leach	2017-01-25 12:34:20 +0000	Create two new summaries for monthly emp: by cohort and by cohort by group
66e7bd6	Jim Leach	2017-01-25 12:33:55 +0000	Add code for 2 new cohorts (salaried emp and leavers)
c81e98b	Somto Okoye	2017-01-25 12:20:29 +0000	tc_084 created and scripted
44b558c	Jim Leach	2017-01-25 12:11:14 +0000	Add two new cohorts: salaried employees and leavers
fe9cb84	Jim Leach	2017-01-25 12:05:37 +0000	Add final summary of total tests failed for each payment
8975f5f	Somto Okoye	2017-01-25 12:04:26 +0000	tc_082 and tc_083 created and scripted
800c146	Jim Leach	2017-01-25 11:58:40 +0000	Move S5 post-tests so test results may be used in reporting
80ab8c9	Somto Okoye	2017-01-25 11:56:53 +0000	tc_079 created and scripted
0ba101e	Somto Okoye	2017-01-25 11:47:32 +0000	tc_067n created and scripted
3435118	Jim Leach	2017-01-25 11:13:35 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
ad375bf	Jim Leach	2017-01-25 11:13:28 +0000	Update list of test views included in final payment-level summary
ac9fd59	Somto Okoye	2017-01-25 11:12:09 +0000	modified to build_003 from build_002
25f03bf	Somto Okoye	2017-01-25 11:10:48 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
97304d6	Somto Okoye	2017-01-25 11:10:42 +0000	commented out script
234a604	Jim Leach	2017-01-25 11:09:06 +0000	Add all currently-scripted tests to summary table
7a76e28	Somto Okoye	2017-01-25 10:44:10 +0000	tc_035 reverted to saras original - still rendered inactive by Jim
8d14603	Jim Leach	2017-01-25 10:36:42 +0000	Deprecate test 035 as not needed in build_003
83186c1	Jim Leach	2017-01-25 10:33:41 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
2788570	Jim Leach	2017-01-25 10:33:34 +0000	Add test 005 and correct test 025 and 065
361e894	Somto Okoye	2017-01-25 10:29:40 +0000	cosick variable corrected to lk.cosick_816
ef7d505	Jim Leach	2017-01-25 10:23:17 +0000	Rename field in summary views
b3faa45	Jim Leach	2017-01-25 10:16:22 +0000	Change code to pull from weekly calc tables rather than basic calc
18e05ec	Jim Leach	2017-01-25 10:15:22 +0000	Rename files
abb8bad	Jim Leach	2017-01-25 10:14:11 +0000	Copy basic calc S5 code into new folder ready to change to weekly calc
f03fb8f	Somto Okoye	2017-01-25 10:02:32 +0000	Ensure tests use tax_year raather than payment_year
5412627	Somto Okoye	2017-01-25 10:01:39 +0000	Update tests to build_003
1e75dc9	Jim Leach	2017-01-25 08:22:36 +0000	Set hrly_rte to NULL if it is 0 (to avoid later divide-by-0 errors)
7de7c91	Jim Leach	2017-01-25 08:17:11 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
a77b16f	Jim Leach	2017-01-25 08:17:06 +0000	Update payment_year to tax_year
44e77a5	Somto Okoye	2017-01-24 18:39:01 +0000	bank holiday tables moved to build_002 from build_003
d0e186f	Somto Okoye	2017-01-24 18:33:49 +0000	tc_67 created but not fully scripted
8cd49fa	Somto Okoye	2017-01-24 17:42:36 +0000	s2_bank holiday script completed
4db1511	Jim Leach	2017-01-24 17:24:40 +0000	Update references to payment_year to tax_year
767af7e	Jim Leach	2017-01-24 17:22:49 +0000	Update references to payment_year to tax_year
bf34fee	Jim Leach	2017-01-24 17:19:13 +0000	Ensure clarity in update statement. Bloody SQL
675f9ca	Jim Leach	2017-01-24 17:15:27 +0000	Script update statements to put tax week and tax year in place from Dons confirmation
8587f54	Jim Leach	2017-01-24 17:15:06 +0000	Ensure correct fields brought through to S2
0e33866	Jim Leach	2017-01-24 17:05:22 +0000	Ensure filenm is kept from S1 table to ensure it can be used with Dons confirmation tbl
57af920	Jim Leach	2017-01-24 17:04:03 +0000	Make sure this code actually works! Write the data into a table
00e3a7c	Jim Leach	2017-01-24 17:02:54 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
201c54d	Jim Leach	2017-01-24 17:02:44 +0000	"Correct" bonus apportionment to use client week as per tax team instructions
7e15c4f	Jim Leach	2017-01-24 17:01:27 +0000	Add bnkdddct field to calculation
6a86a63	Somto Okoye	2017-01-24 16:59:08 +0000	s1 bank holiday table modified to table scheme = build_003 + s2 bank holiday created but not scripted
17598d6	Jim Leach	2017-01-24 16:49:40 +0000	Rename file
7d8623d	Jim Leach	2017-01-24 16:48:55 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
ccd4019	Jim Leach	2017-01-24 16:48:50 +0000	Remove field from select which broke the build
cfe1cd6	Jim Leach	2017-01-24 16:48:31 +0000	Add and clean tax week confirmation to build
a40dbeb	Somto Okoye	2017-01-24 16:48:03 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
e7f877e	Somto Okoye	2017-01-24 16:47:56 +0000	tc_073 created and scripted + view for bank holiday 2010 to 2020 table created
9199e05	Jim Leach	2017-01-24 16:33:13 +0000	Add cohorts logic to build
720f342	Jim Leach	2017-01-24 13:07:58 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
8885621	Jim Leach	2017-01-24 13:07:49 +0000	Change how bonus apportionment works for weekly calc (now changes depending on how many pay weeks in the year)
9841207	Sara Young	2017-01-24 12:48:31 +0000	new testcase files
5db5b61	Somto Okoye	2017-01-24 12:19:34 +0000	false tc_075 deleted
3df32b6	Somto Okoye	2017-01-24 12:17:53 +0000	tc_71 created and scripted, also wrongly named tc_075 previously
4765784	Jim Leach	2017-01-24 12:14:53 +0000	Remove cosick_816 and ssp_days_809 from calc
3d8a033	Jim Leach	2017-01-24 11:56:56 +0000	Remove cosick_816 and ssp_days_809 from calc
3bb47e9	Jim Leach	2017-01-24 11:34:26 +0000	Exclude maternity leave payments from build
d06bcab	Jim Leach	2017-01-24 11:32:51 +0000	Add maternity pay flag
204010e	Somto Okoye	2017-01-24 11:29:58 +0000	tc_069 created and scripted
9636687	Jim Leach	2017-01-24 11:13:18 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
bd4fec8	Somto Okoye	2017-01-24 11:01:21 +0000	tc_63 created and scripted
72c1f3f	Jim Leach	2017-01-24 11:00:48 +0000	Change logic of test such that it correctly mirrors logic of the build
e662346	Somto Okoye	2017-01-24 10:40:27 +0000	tc_63 created and scripted like a boss
5ed6859	Jim Leach	2017-01-24 08:36:03 +0000	Add salaried employees back to build in v 003
8fda260	Jim Leach	2017-01-24 08:35:23 +0000	Update tables to build_003
bbd71eb	Jim Leach	2017-01-23 17:08:18 +0000	Update test to ensure it runs correctly.
9f66af5	Jim Leach	2017-01-23 16:59:25 +0000	Add minor changes to testing scripts
f111870	Somto Okoye	2017-01-23 16:33:23 +0000	tc_61 created
61c3900	Jim Leach	2017-01-23 16:08:26 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
2d47818	Jim Leach	2017-01-23 16:08:18 +0000	Correct logic in test
c30ebdc	Jim Leach	2017-01-23 16:04:07 +0000	Check test logic
82034e1	Jim Leach	2017-01-23 16:03:56 +0000	Include fields used in sum for checking purposes
5e84d8f	Sara Young	2017-01-23 16:02:42 +0000	changes to testscripts
9f34657	Jim Leach	2017-01-23 15:53:39 +0000	Update script to ensure check if exists logic is correct
9b5d18c	Jim Leach	2017-01-23 15:32:42 +0000	Remove weekly calc tests until Sara has finished montly tests
646faae	Jim Leach	2017-01-23 15:29:50 +0000	Replicate monthly build tests for weekly calc and update schema/table names etc
72d4bca	Jim Leach	2017-01-23 15:22:14 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
bd11b84	Jim Leach	2017-01-23 15:22:04 +0000	Move tests on basic calc to subfolder
d0dd848	Jim Leach	2017-01-23 15:21:31 +0000	Add weekly calc to build
f373672	Sara Young	2017-01-23 15:11:19 +0000	message added
0b7c208	Sara Young	2017-01-23 15:09:24 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
31e6075	Sara Young	2017-01-23 15:09:14 +0000	changes to 35 and 36
09dfa92	Jim Leach	2017-01-23 14:52:20 +0000	Add some derived fields in to table for Sara to check against in tests
bb46f63	Sara Young	2017-01-23 14:47:09 +0000	sara added test script 35,36 and 500 table
14e8fd5	Jim Leach	2017-01-23 14:37:54 +0000	Add test 56 to repo
14121c9	Jim Leach	2017-01-23 14:37:37 +0000	Update tests based on revised logic provided by tax team (fields should be positive as we subtract in the calc
8227a86	Somto Okoye	2017-01-23 13:28:55 +0000	tc_60 created and scripted
f09cd76	Somto Okoye	2017-01-23 12:53:14 +0000	t_024 renamed, wrong nomenclature used initially
0a02de4	Somto Okoye	2017-01-23 12:52:35 +0000	t_023 renamed, wrong nomenclature used initially
343a88d	Somto Okoye	2017-01-23 12:51:57 +0000	t_022 renamed, wrong nomenclature used initially
9d84894	Somto Okoye	2017-01-23 12:51:28 +0000	t_021 renamed, wrong nomenclature used initially
de8dd48	Somto Okoye	2017-01-23 12:50:55 +0000	t_020 renamed, wrong nomenclature used initially
d9a220b	Somto Okoye	2017-01-23 12:50:23 +0000	t_019 renamed, wrong nomenclature used initially
55280b1	Somto Okoye	2017-01-23 12:49:39 +0000	t_018 renamed, wrong nomenclature used initially
92491ba	Somto Okoye	2017-01-23 12:48:56 +0000	t_017 renamed, wrong nomenclature used initially
f9d9a2e	Somto Okoye	2017-01-23 12:48:19 +0000	t_016 renamed, wrong nomenclature used initially
b31986a	Somto Okoye	2017-01-23 12:47:14 +0000	t_015 renamed, wrong nomenclature used initially
9110d74	Somto Okoye	2017-01-23 12:46:28 +0000	t_014 renamed, wrong nomenclature used initially
1097d8c	Somto Okoye	2017-01-23 12:45:22 +0000	t_008 to t_013 and t_053: deleting wrongly named files to complete renaming process
f5b3800	Somto Okoye	2017-01-23 12:29:33 +0000	t_013 renamed, wrong nomenclature used initially
c055fc6	Somto Okoye	2017-01-23 12:28:50 +0000	t_012 renamed, wrong nomenclature used initially
5c731cd	Somto Okoye	2017-01-23 12:28:09 +0000	t_011 renamed, wrong nomenclature used initially
f26c6e8	Somto Okoye	2017-01-23 12:27:37 +0000	t_010 renamed, wrong nomenclature used initially
82dc8e0	Somto Okoye	2017-01-23 12:27:01 +0000	t_009 renamed, wrong nomenclature used initially
e8b9721	Somto Okoye	2017-01-23 12:26:22 +0000	t_008 renamed, wrong nomenclature used initially
0b1ea82	Somto Okoye	2017-01-23 12:24:39 +0000	t_053 renamed, wrong nomenclature used initially
fce8d94	Somto Okoye	2017-01-23 12:22:10 +0000	tc_054, tc_055, tc_057, tc_058, tc_059 created and scripted
4e61068	Somto Okoye	2017-01-23 12:05:34 +0000	tc_053 created and scripted
7a1f1d0	Somto Okoye	2017-01-23 12:02:24 +0000	tc_052 created and scripted
25deaad	Jim Leach	2017-01-23 12:01:29 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
8061e41	Jim Leach	2017-01-23 12:01:24 +0000	Add test 50
901e993	Somto Okoye	2017-01-23 11:58:36 +0000	tc_51 created and scripted
e1de734	Jim Leach	2017-01-23 11:51:46 +0000	Add tests 48 (not scripted) and 49 to the build
7d694d2	Jim Leach	2017-01-23 11:50:59 +0000	Add individual fields into output table for testing purposes
416460b	Sara Young	2017-01-23 11:40:36 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
09050e6	Sara Young	2017-01-23 11:40:26 +0000	Saras added test sripts
50e2a0a	Somto Okoye	2017-01-23 11:38:29 +0000	tc_024 created and scripted
603abae	Somto Okoye	2017-01-23 11:35:48 +0000	tc_023 created and scripted
89dd78d	Somto Okoye	2017-01-23 11:31:51 +0000	tc_022 created and scripted
b74d503	Somto Okoye	2017-01-23 11:28:15 +0000	tc_21 created and scripted
416a0e2	Somto Okoye	2017-01-23 11:24:56 +0000	tc_020 created and scripted
2b72644	Jim Leach	2017-01-23 11:22:30 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
312dfe6	Jim Leach	2017-01-23 11:22:26 +0000	Add tests 45, 46, and 47
e968c81	Somto Okoye	2017-01-23 11:21:33 +0000	tc_019 created and scripted
811fe8b	Somto Okoye	2017-01-23 11:17:25 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
0f11dc1	Somto Okoye	2017-01-23 11:17:13 +0000	tc_018 created and scripted
c9086c3	Jim Leach	2017-01-23 11:16:59 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
6d89a9f	Jim Leach	2017-01-23 11:16:53 +0000	Add logic for tc044 and tc043
bad2cfd	Somto Okoye	2017-01-23 11:12:42 +0000	tc_17 created and scripted
e74bf0c	Somto Okoye	2017-01-23 11:02:24 +0000	tc_016 created and scripted
43ae597	Somto Okoye	2017-01-23 10:58:03 +0000	tc_015 created and scripted
36f6f47	Somto Okoye	2017-01-23 10:54:39 +0000	tc_014 created and scripted
afaf73a	Somto Okoye	2017-01-23 10:51:29 +0000	tc_013 created and scripted
0a25448	Jim Leach	2017-01-23 10:48:35 +0000	Add s2 cleaning script for headcounts data
0b4e909	Somto Okoye	2017-01-23 10:46:37 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
e690d5b	Somto Okoye	2017-01-23 10:46:18 +0000	tc-012 created and scripted
120b56e	Jim Leach	2017-01-23 10:45:14 +0000	Add S1 view for headcount data
2c33bb7	Somto Okoye	2017-01-23 10:40:18 +0000	tc_011 created and scripted (was previously saved under wrong name)
cd8edb4	Somto Okoye	2017-01-23 10:36:22 +0000	tc_010 created and scripted
c02ec5a	Somto Okoye	2017-01-23 10:31:30 +0000	TC_009 created and scripted
cb805c8	Somto Okoye	2017-01-23 10:21:47 +0000	TC_008 file created and test scripted
d33dd74	Jim Leach	2017-01-23 09:47:06 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
6d08dd3	Jim Leach	2017-01-23 09:46:55 +0000	Rename files
44c1b3e	Somto Okoye	2017-01-23 09:40:28 +0000	REMOVED FIELDS FROM BONUS APP. CALCULATIONS
8123609	Jim Leach	2017-01-23 09:32:04 +0000	Add more tests
4fbceeb	Jim Leach	2017-01-23 09:27:24 +0000	Add initial test scripts
ea5f9f0	Jim Leach	2017-01-23 08:39:39 +0000	Rename file
48dcda9	Jim Leach	2017-01-23 08:39:13 +0000	Remove insert into from script - will add this as we go in individual tests
e30e296	Jim Leach	2017-01-23 08:38:07 +0000	Add simple tests log tbl ready for results to be written in to
0ae77fc	Thanachai Wudhapitak	2017-01-20 15:06:34 +0000	Add the same-period bonus component to the bonus and hourly rate calculations.
221a4ef	Jim Leach	2017-01-20 14:38:41 +0000	Change bonus apportionment code logic
30e42aa	Jim Leach	2017-01-20 14:36:23 +0000	Rename files ready to add new step in calc
c572bf3	Jim Leach	2017-01-20 13:58:44 +0000	Update build to build_002
e56a257	Thanachai Wudhapitak	2017-01-20 12:00:38 +0000	Add work product exception testing to S5.
bbd3886	Thanachai Wudhapitak	2017-01-20 11:45:34 +0000	Add testing statistics into the build.
727daba	Jim Leach	2017-01-20 11:32:04 +0000	Add some extra fields into prep table if we need to debug
07d445b	Jim Leach	2017-01-20 10:53:33 +0000	Include bonus amounts in the calculation of hrly rate (rate = pay-pre-sal-sac + bonus - deductions / hours worked)
838e353	Jim Leach	2017-01-20 10:52:31 +0000	Add logic for apportioning bonus across pay periods for monthly employees
9fc7e05	Jim Leach	2017-01-20 10:15:52 +0000	Rename files to preserve ordering with bonus apportionment
3f05411	Jim Leach	2017-01-20 08:57:50 +0000	Update JML hours adjustments with new logic
2c92a73	Jim Leach	2017-01-20 08:33:59 +0000	Update hours adjustment logic
5d4afaf	Jim Leach	2017-01-20 08:33:39 +0000	Update logic for identifying leavers (use the leave date in place of left_in_prd flag
5556fe4	Jim Leach	2017-01-19 16:22:39 +0000	Remove weekly calc as monthyl changing (again) and more sensible to re-implement weekly once monthly is done@
5b9172b	Jim Leach	2017-01-19 14:22:09 +0000	Ensure weekly build does not multiply hours by 4
30eeaa5	Jim Leach	2017-01-19 14:21:41 +0000	Ensure weekly build looks at weekly employees
3d68d5b	Jim Leach	2017-01-19 14:21:15 +0000	Rename files
e108cd8	Jim Leach	2017-01-19 14:19:46 +0000	Add weekly calc files
db6170c	Jim Leach	2017-01-19 14:18:06 +0000	Remove weekly files to update again frmo basic calc
7f2efe0	Jim Leach	2017-01-19 14:17:13 +0000	Ensure build looks at hours adjusted for any JML status
c9642d2	Jim Leach	2017-01-19 12:50:31 +0000	Rename files
ef31fb6	Jim Leach	2017-01-19 12:50:13 +0000	Add JML employees back in
6bf9a26	Jim Leach	2017-01-19 12:49:13 +0000	Add initial code for making JML hours adjustments
b0a3d98	Jim Leach	2017-01-19 12:33:14 +0000	Create corrected flag for joiners
031c667	Jim Leach	2017-01-19 12:21:19 +0000	Update cleaning script for pay calendar
3d07157	Jim Leach	2017-01-19 11:54:42 +0000	Rename references to pay calendar table
da2bdac	Jim Leach	2017-01-19 11:52:59 +0000	Rename pay calendar files
b2fef4a	Jim Leach	2017-01-19 11:52:17 +0000	Rename pay calendar tables
d8c177d	Jim Leach	2017-01-19 11:48:36 +0000	Update calendar cleaning script for new fields in calendar
d02b088	Jim Leach	2017-01-19 11:38:14 +0000	Refactor code based on updates to S3 payments_to_employees table
4c08fad	Jim Leach	2017-01-19 11:37:13 +0000	Add indicator flags for exzclusions, and create this as a table not a view (to speed later computation)
c77d9a4	Jim Leach	2017-01-19 11:36:14 +0000	Refactor code based on updates to S3 payments_to_employees table
cea7eb0	Jim Leach	2017-01-19 11:35:27 +0000	Remove *4 from hours worked for weekly employees
70820e2	Jim Leach	2017-01-19 08:52:47 +0000	Ensure weekly calc employees is filtering to just the weekly employees
fe518a5	Jim Leach	2017-01-19 08:51:42 +0000	Rename weekly calc files
bf0912d	Jim Leach	2017-01-19 08:46:53 +0000	Convert basic_calc to weekly_calc
1b4ef46	Jim Leach	2017-01-19 08:45:27 +0000	Copy basic calc code into weekly calc folder ready to convert to weekly calc logic
eabb77c	Jim Leach	2017-01-19 08:38:15 +0000	Correct small bug in drop if exists logic, and rename percent underpaid field to be explicit is percent underpid employees
fb3b736	Jim Leach	2017-01-18 16:27:18 +0000	Add secondary calc including holiday hours
bbf9ee2	Jim Leach	2017-01-18 15:39:25 +0000	Remove old comment that was misleading re: calc logic
fd2d79e	Jim Leach	2017-01-18 15:36:44 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
7a863a3	Jim Leach	2017-01-18 15:36:36 +0000	Add deductions into calc for hourly rate
cac03cb	Somto Okoye	2017-01-18 15:34:11 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
54f73fa	Jim Leach	2017-01-18 15:32:55 +0000	Rename files to re-order
45acdbe	Somto Okoye	2017-01-18 15:32:48 +0000	New MI information into Repo
883c06a	Somto Okoye	2017-01-18 15:25:40 +0000	Add S5 MI summary tables to repo
cb61ad9	Jim Leach	2017-01-18 15:22:54 +0000	Add new calc logic
35dfceb	Jim Leach	2017-01-18 15:18:57 +0000	Add total deductions to basic calc
d341816	Jim Leach	2017-01-18 11:23:51 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
68be41a	Jim Leach	2017-01-18 11:23:44 +0000	Add basic summary of basic calc
38bdbc2	Somto Okoye	2017-01-18 11:10:39 +0000	add test comment into thr readme. prretty useless
6e49747	Jim Leach	2017-01-17 12:29:37 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
da00a91	Jim Leach	2017-01-17 12:29:26 +0000	Add calc. step to determine if employee was underpaid
87d18c4	Lizzie Nairn	2017-01-17 12:10:04 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
ac271b9	Lizzie Nairn	2017-01-17 12:08:47 +0000	remove example comment in build-readme
48d3583	Sara young	2017-01-17 11:52:32 +0000	Sara editing S1 payments to include weeklyfiles
701acc9	Jim Leach	2017-01-17 10:51:40 +0000	Add lookup to payment period calendar dates, NMW at that date and determine if they were underpaid
9856ec4	Jim Leach	2017-01-17 10:50:54 +0000	Ensure weekly-paid employees are left out of calc
6eebcce	Jim Leach	2017-01-17 10:50:28 +0000	Add additional stat-payments into definition
b7b2ad3	Jim Leach	2017-01-17 09:00:47 +0000	Ensure employee age is retained as a field
fb65ee1	Sara young	2017-01-16 17:01:54 +0000	tesco calendar added to s2
3955e1d	Sara young	2017-01-16 16:54:04 +0000	add s1 view of tesco calendar
bcddb0e	Jim Leach	2017-01-16 16:15:01 +0000	Add restrictions to employee list based on leaver, as well as employee group
e56d80b	Jim Leach	2017-01-16 16:14:12 +0000	Parameterise build script to allow individual folders to be run
e89fe3b	Jim Leach	2017-01-16 15:22:33 +0000	Add filter to basic-calc employees
7befe45	Jim Leach	2017-01-16 15:22:19 +0000	Add filter to non-stat payment employees
25c19cb	Jim Leach	2017-01-16 15:09:40 +0000	Add flag for statutory payments calc
90f88f1	Jim Leach	2017-01-16 14:11:03 +0000	Add table to filter employees for basic calc
42db260	Jim Leach	2017-01-16 14:10:40 +0000	Remove selection of subset of payments
82707a1	Jim Leach	2017-01-16 12:33:23 +0000	Add calculation steps for total salary sacrifice, ss hourly equivalent and net hrly rate
17c9957	Jim Leach	2017-01-16 12:17:21 +0000	Add hourly rate recalc/check
6ad4d3e	Jim Leach	2017-01-16 11:44:24 +0000	Add code to perform first two steps of calculation
cdf9ff9	Jim Leach	2017-01-16 11:44:06 +0000	Change S3 to views as they will use the index from s2
a2feb27	Jim Leach	2017-01-16 11:43:39 +0000	Change cleaning script to set NULL value fields to 0, and re-format code to improve performance
b1e8b5e	Jim Leach	2017-01-16 09:51:02 +0000	Add work_days field into to s3_payments_days
ba3cc33	Jim Leach	2017-01-16 09:50:33 +0000	Add row-number as payment ID, but retain hash for uniqueness checks
2e0084b	Jim Leach	2017-01-16 09:14:55 +0000	Add single employee lookup table
37bb832	Jim Leach	2017-01-16 09:14:41 +0000	Remove duff old comments
21ef439	Jim Leach	2017-01-16 09:14:26 +0000	Add in weekly (NI) staff to S1 payments
a533093	Jim Leach	2017-01-13 16:08:23 +0000	Begin to split up payments table into separate tables corresponding to each type of data for a payment (e.g. hours worked, amount paid etc)
8c1229e	Jim Leach	2017-01-13 14:52:06 +0000	Add S2 and S3 for population reference indicators
def37a1	Jim Leach	2017-01-13 14:27:35 +0000	Remove payment ID from the index
25a4229	Jim Leach	2017-01-13 14:27:16 +0000	Remove conversion of payment_id to varchar
ec35bad	Jim Leach	2017-01-13 14:26:37 +0000	Add S1 population lookup
66f8173	Jim Leach	2017-01-13 14:13:28 +0000	Add payment ID in to S2 table
7978951	Jim Leach	2017-01-13 14:12:47 +0000	Change index on S1 table
7d67400	Jim Leach	2017-01-13 14:07:21 +0000	Use case logic to deal with numeric fields with embedded "CR" characters, and create an index on the table
812936b	Jim Leach	2017-01-13 14:06:02 +0000	Add simple payment_id (hash of employee code, group, tax week and payment year
